,,2030,2030,2040,2040,2050,2050
,,min,max,min,max,min,max
country,carrier,,,,,,
DE,onwind,0.1,,0.1,,0.1,160000
DE,offwind-all,0.1,,0.1,,0.1,70000
DE,solar-all,0.2,,0.2,,0.2,400000
FR,onwind,,,,,,74000
FR,offwind-all,,,,,,62000
FR,solar-all,,,,,,208000
IT,onwind,,,,,,59600
IT,offwind-all,,,,,,17600
IT,solar-all,,,,,,144500
AT,onwind,,,,,,12000
AT,solar-all,,,,,,41000
CH,onwind,,,,,,2200
CH,solar-all,,,,,,37500
